               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.011917,           0.0050013,          0.00083824,             0.97593,             0.97466,              0.9734,             0.84246,            0.013429,           0.0038724,           0.0038703,            0.005182,            0.005182,            0.005182
                 148,            0.012127,           0.0047191,           0.0010931,             0.97855,             0.98115,              0.9776,             0.85862,            0.012005,           0.0037078,           0.0038516,            0.005149,            0.005149,            0.005149
                 149,            0.011862,           0.0049841,          0.00085274,             0.97721,             0.97966,             0.97602,             0.86207,            0.012219,           0.0038422,           0.0038932,            0.005116,            0.005116,            0.005116
                 150,            0.011657,           0.0047981,          0.00090175,             0.97455,             0.98115,             0.97693,             0.86304,            0.012133,           0.0037626,           0.0038283,            0.005083,            0.005083,            0.005083
                 151,            0.011945,           0.0047623,          0.00075747,             0.97245,              0.9837,             0.97943,             0.85886,            0.011974,           0.0037562,           0.0032554,             0.00505,             0.00505,             0.00505
                 152,            0.011662,           0.0050506,          0.00090483,             0.97151,             0.98353,              0.9743,             0.85843,            0.011554,           0.0035933,           0.0041925,            0.005017,            0.005017,            0.005017
                 153,             0.01153,           0.0049438,          0.00081213,             0.97332,             0.98429,              0.9781,             0.86507,            0.011979,           0.0036602,           0.0040522,            0.004984,            0.004984,            0.004984
                 154,            0.011539,           0.0048791,          0.00081267,             0.97353,             0.97856,             0.97722,              0.8574,            0.012747,           0.0037934,           0.0035964,            0.004951,            0.004951,            0.004951
                 155,             0.01175,           0.0050581,           0.0009012,             0.98011,             0.98133,              0.9783,             0.85904,            0.012332,           0.0038282,            0.003893,            0.004918,            0.004918,            0.004918
                 156,            0.011487,           0.0046133,          0.00066476,             0.97898,             0.97783,              0.9743,             0.86044,            0.011973,           0.0037714,           0.0046169,            0.004885,            0.004885,            0.004885
                 157,            0.011731,            0.004988,          0.00067218,             0.97104,               0.984,             0.97269,              0.8554,            0.011881,           0.0037751,           0.0042365,            0.004852,            0.004852,            0.004852
                 158,            0.011675,           0.0047674,          0.00076904,             0.97335,             0.98272,             0.97404,             0.85535,            0.011921,           0.0037595,           0.0040462,            0.004819,            0.004819,            0.004819
                 159,            0.011462,           0.0045564,          0.00088751,             0.97057,             0.98115,             0.97127,              0.8719,            0.011326,           0.0036329,           0.0042332,            0.004786,            0.004786,            0.004786
                 160,            0.011416,           0.0047846,          0.00095652,             0.97718,             0.98469,             0.97763,             0.87271,            0.011864,           0.0036832,           0.0036047,            0.004753,            0.004753,            0.004753
                 161,            0.011433,           0.0047077,           0.0008653,             0.98238,             0.98278,             0.97658,             0.87465,            0.011617,           0.0036672,           0.0035515,             0.00472,             0.00472,             0.00472
                 162,            0.011552,           0.0048767,          0.00082936,             0.97936,             0.97896,             0.97566,             0.86661,            0.011579,           0.0035822,            0.003764,            0.004687,            0.004687,            0.004687
                 163,            0.011637,           0.0049223,          0.00079914,             0.98022,             0.98375,             0.97679,             0.86614,             0.01184,           0.0036288,           0.0037389,            0.004654,            0.004654,            0.004654
                 164,            0.011688,           0.0047164,          0.00071105,             0.97743,             0.98429,             0.97544,             0.85767,            0.012118,           0.0036955,           0.0037909,            0.004621,            0.004621,            0.004621
                 165,            0.011211,           0.0044709,          0.00096127,             0.97518,             0.98429,             0.97629,              0.8598,            0.012454,           0.0037076,           0.0037474,            0.004588,            0.004588,            0.004588
                 166,            0.011076,           0.0046688,          0.00071993,              0.9784,             0.98344,             0.97644,             0.86204,            0.012145,           0.0037111,           0.0036737,            0.004555,            0.004555,            0.004555
                 167,            0.011168,           0.0045856,          0.00079213,             0.97563,             0.97861,             0.97459,             0.86027,            0.011826,           0.0036576,           0.0041391,            0.004522,            0.004522,            0.004522
                 168,            0.011105,           0.0044957,          0.00064089,             0.97572,             0.97873,             0.97708,             0.85694,            0.011843,           0.0036702,           0.0041733,            0.004489,            0.004489,            0.004489
                 169,            0.011065,           0.0044927,          0.00072727,             0.97568,             0.98203,             0.97689,             0.86473,            0.011747,           0.0036249,           0.0040082,            0.004456,            0.004456,            0.004456
                 170,            0.010914,           0.0045067,          0.00089948,             0.97565,             0.98155,             0.97451,             0.86631,            0.011547,           0.0035626,           0.0039845,            0.004423,            0.004423,            0.004423
