               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.014336,           0.0076124,           0.0010963,             0.97932,              0.9796,             0.97774,             0.87883,           0.0081744,           0.0038831,           0.0041695,            0.004885,            0.004885,            0.004885
                 157,            0.014201,           0.0072791,           0.0010762,             0.97717,             0.98115,             0.98011,              0.8862,           0.0079403,           0.0039238,           0.0039493,            0.004852,            0.004852,            0.004852
                 158,            0.014234,           0.0073294,           0.0010398,             0.97833,             0.98115,             0.98048,              0.8809,           0.0081199,           0.0039235,           0.0038669,            0.004819,            0.004819,            0.004819
                 159,            0.013976,           0.0071512,           0.0011299,             0.97509,               0.978,             0.97878,             0.88365,           0.0079394,           0.0039889,           0.0040201,            0.004786,            0.004786,            0.004786
                 160,            0.013951,           0.0073569,          0.00099114,             0.97829,               0.978,             0.97612,              0.8806,           0.0081774,            0.004113,           0.0045287,            0.004753,            0.004753,            0.004753
                 161,            0.013978,            0.007225,           0.0010205,             0.97911,               0.978,             0.97673,             0.87573,           0.0082673,           0.0041692,           0.0044751,             0.00472,             0.00472,             0.00472
                 162,            0.013959,           0.0073772,           0.0010643,             0.98299,             0.98115,             0.97872,             0.87474,           0.0082004,           0.0040592,           0.0038613,            0.004687,            0.004687,            0.004687
                 163,            0.014078,           0.0072002,           0.0010164,             0.97842,               0.978,               0.975,             0.87749,           0.0080647,           0.0041038,           0.0045212,            0.004654,            0.004654,            0.004654
                 164,            0.014002,           0.0072809,           0.0010102,             0.97882,               0.978,             0.97779,             0.88291,           0.0081858,           0.0042005,           0.0042676,            0.004621,            0.004621,            0.004621
                 165,            0.013973,           0.0073038,           0.0011591,             0.98083,               0.978,             0.97929,             0.88142,            0.008082,           0.0041577,           0.0039953,            0.004588,            0.004588,            0.004588
                 166,            0.013649,           0.0070729,          0.00098922,             0.97513,             0.98032,             0.97874,             0.88067,           0.0079867,            0.004073,            0.003944,            0.004555,            0.004555,            0.004555
                 167,            0.013757,            0.007069,          0.00099577,             0.97248,               0.978,             0.97728,             0.87875,           0.0079228,           0.0040034,           0.0045603,            0.004522,            0.004522,            0.004522
                 168,            0.013792,           0.0072491,           0.0010067,             0.97774,               0.978,             0.97721,             0.88294,           0.0078995,           0.0039876,            0.004374,            0.004489,            0.004489,            0.004489
                 169,            0.013764,           0.0069196,          0.00089435,             0.97782,               0.978,             0.97936,             0.87728,           0.0080799,           0.0040067,            0.003996,            0.004456,            0.004456,            0.004456
                 170,            0.013569,           0.0067664,          0.00096314,             0.98082,             0.98115,             0.97779,             0.87769,           0.0082858,           0.0040557,            0.003696,            0.004423,            0.004423,            0.004423
                 171,            0.013677,           0.0069486,          0.00089165,             0.97634,               0.978,             0.97443,              0.8702,           0.0082346,           0.0040274,           0.0043405,             0.00439,             0.00439,             0.00439
                 172,            0.013428,           0.0069526,          0.00095892,              0.9757,               0.978,              0.9762,             0.87756,           0.0081205,           0.0039409,           0.0043151,            0.004357,            0.004357,            0.004357
                 173,             0.01314,           0.0070542,          0.00091266,             0.97526,               0.978,             0.97501,              0.8755,           0.0080854,           0.0039207,           0.0043703,            0.004324,            0.004324,            0.004324
                 174,            0.013354,           0.0072029,            0.000903,             0.97897,             0.98115,             0.97987,             0.88135,           0.0079765,           0.0040276,           0.0037531,            0.004291,            0.004291,            0.004291
                 175,            0.013381,           0.0071652,          0.00086679,              0.9809,             0.98115,             0.97936,             0.87132,           0.0083619,            0.004082,           0.0038055,            0.004258,            0.004258,            0.004258
                 176,            0.013608,           0.0070886,          0.00089831,             0.97861,             0.97992,             0.97885,             0.87875,           0.0081249,           0.0038826,           0.0040109,            0.004225,            0.004225,            0.004225
                 177,            0.013205,           0.0071257,          0.00092911,             0.97711,               0.978,             0.97909,             0.88809,           0.0079534,           0.0039891,           0.0040672,            0.004192,            0.004192,            0.004192
                 178,            0.013413,           0.0069895,          0.00095864,             0.97363,               0.978,             0.97678,             0.88178,           0.0079316,           0.0039158,           0.0044771,            0.004159,            0.004159,            0.004159
                 179,            0.013158,           0.0068556,           0.0008148,              0.9713,             0.97936,             0.97628,             0.88101,           0.0078895,           0.0039907,           0.0043089,            0.004126,            0.004126,            0.004126
                 180,            0.013198,           0.0069019,          0.00093112,              0.9781,             0.97853,             0.97584,             0.88216,           0.0080385,           0.0039501,           0.0046386,            0.004093,            0.004093,            0.004093
                 181,            0.013346,           0.0068572,          0.00090013,             0.97871,               0.978,             0.97622,               0.888,           0.0080096,           0.0038358,           0.0043631,             0.00406,             0.00406,             0.00406
                 182,            0.013162,           0.0069047,          0.00090153,             0.97742,               0.978,             0.97804,             0.88364,           0.0079416,           0.0040418,           0.0045309,            0.004027,            0.004027,            0.004027
                 183,            0.012874,           0.0069231,          0.00080903,             0.97509,             0.97583,             0.97607,             0.88403,           0.0080217,           0.0041029,           0.0046133,            0.003994,            0.003994,            0.003994
                 184,            0.012768,           0.0069268,          0.00081075,             0.97885,               0.978,              0.9778,             0.88851,           0.0078285,           0.0039384,           0.0045977,            0.003961,            0.003961,            0.003961
                 185,            0.013135,           0.0068347,          0.00089184,             0.97932,             0.97878,             0.97885,             0.88385,           0.0078896,           0.0037587,           0.0043899,            0.003928,            0.003928,            0.003928
                 186,            0.012905,           0.0071376,          0.00089996,             0.97841,             0.97878,             0.97545,             0.88601,           0.0079393,           0.0038925,           0.0042665,            0.003895,            0.003895,            0.003895
                 187,            0.012851,           0.0069298,          0.00089012,             0.97534,               0.978,             0.97516,             0.88039,           0.0080905,           0.0040214,            0.004389,            0.003862,            0.003862,            0.003862
                 188,            0.012743,           0.0070576,          0.00075303,             0.97819,               0.978,             0.97714,             0.88547,             0.00788,           0.0039821,            0.004219,            0.003829,            0.003829,            0.003829
                 189,             0.01265,           0.0067283,          0.00074609,             0.97739,             0.97894,             0.98007,             0.88783,           0.0078112,           0.0039459,           0.0040581,            0.003796,            0.003796,            0.003796
                 190,            0.012772,           0.0069206,          0.00078858,             0.97721,              0.9783,             0.97786,             0.88617,           0.0078486,           0.0038421,           0.0042359,            0.003763,            0.003763,            0.003763
                 191,            0.012627,           0.0066634,          0.00088603,             0.97831,             0.97921,             0.97629,              0.8834,           0.0078396,           0.0038407,           0.0044336,             0.00373,             0.00373,             0.00373
                 192,            0.012693,            0.006815,          0.00077574,             0.97781,             0.97929,             0.97438,              0.8827,           0.0078569,           0.0038128,           0.0044381,            0.003697,            0.003697,            0.003697
                 193,             0.01222,           0.0068582,           0.0008164,             0.97546,               0.978,             0.97458,             0.87713,           0.0078778,           0.0038885,           0.0042003,            0.003664,            0.003664,            0.003664
                 194,            0.012574,           0.0067262,          0.00088161,             0.97643,               0.978,             0.97407,             0.87571,           0.0079996,           0.0038683,           0.0047396,            0.003631,            0.003631,            0.003631
                 195,            0.012671,           0.0067803,          0.00079931,             0.97751,               0.978,             0.97412,             0.88106,           0.0078587,           0.0037807,           0.0044718,            0.003598,            0.003598,            0.003598
                 196,            0.012439,           0.0067755,          0.00088882,             0.97751,               0.978,             0.97444,               0.882,           0.0079189,           0.0037756,           0.0044604,            0.003565,            0.003565,            0.003565
                 197,            0.012418,           0.0067001,          0.00080072,             0.97791,               0.978,             0.97455,               0.882,           0.0077584,           0.0037916,             0.00435,            0.003532,            0.003532,            0.003532
                 198,            0.012356,           0.0065239,           0.0007935,             0.98042,             0.98329,              0.9774,              0.8828,           0.0077961,            0.003859,           0.0039116,            0.003499,            0.003499,            0.003499
                 199,            0.012328,           0.0065083,          0.00081855,             0.97607,               0.978,             0.97634,             0.88449,           0.0077653,             0.00385,           0.0039364,            0.003466,            0.003466,            0.003466
                 200,            0.012355,           0.0066541,          0.00083997,             0.97793,               0.978,             0.97763,             0.88341,           0.0076937,           0.0038118,           0.0042657,            0.003433,            0.003433,            0.003433
                 201,            0.012434,             0.00659,          0.00067416,             0.97834,             0.97847,             0.97751,             0.88628,           0.0077304,           0.0038618,           0.0043839,              0.0034,              0.0034,              0.0034
                 202,            0.012004,            0.006531,          0.00079121,              0.9772,             0.97901,             0.97609,             0.88346,           0.0077365,           0.0038643,           0.0044538,            0.003367,            0.003367,            0.003367
                 203,            0.012223,           0.0064878,          0.00062018,             0.97861,             0.97935,             0.97667,             0.88707,           0.0078569,            0.003866,           0.0045367,            0.003334,            0.003334,            0.003334
                 204,            0.012124,           0.0066288,          0.00072785,             0.97756,             0.98115,             0.97508,             0.88338,            0.007894,           0.0038178,            0.004243,            0.003301,            0.003301,            0.003301
                 205,             0.01192,           0.0065196,          0.00072019,             0.97834,             0.98115,             0.97603,             0.88107,           0.0077085,           0.0037352,            0.004251,            0.003268,            0.003268,            0.003268
                 206,            0.011888,           0.0066293,          0.00073534,             0.97819,             0.98115,              0.9794,             0.88136,            0.007862,           0.0038463,           0.0040858,            0.003235,            0.003235,            0.003235
                 207,            0.012009,           0.0065233,          0.00088173,             0.97918,             0.98169,             0.98006,             0.88594,           0.0077403,           0.0038308,           0.0041808,            0.003202,            0.003202,            0.003202
                 208,            0.011946,           0.0064845,          0.00072888,              0.9784,             0.98156,             0.97897,             0.88576,            0.007886,           0.0039744,           0.0041088,            0.003169,            0.003169,            0.003169
                 209,            0.011975,           0.0064524,          0.00065074,             0.97898,             0.98118,             0.97915,             0.88386,           0.0078649,           0.0039918,           0.0040135,            0.003136,            0.003136,            0.003136
                 210,            0.011932,           0.0063191,          0.00059891,               0.978,             0.98146,             0.97992,             0.88628,            0.007765,           0.0039867,           0.0041109,            0.003103,            0.003103,            0.003103
                 211,            0.011598,           0.0064041,          0.00066641,             0.97701,             0.97989,             0.97854,             0.88479,            0.007843,           0.0039877,           0.0042716,             0.00307,             0.00307,             0.00307
                 212,            0.011799,           0.0065022,          0.00071567,             0.97752,             0.97991,             0.97673,             0.88338,           0.0077662,           0.0038681,           0.0043983,            0.003037,            0.003037,            0.003037
                 213,            0.011648,           0.0063611,          0.00058677,             0.97611,             0.98115,             0.97688,             0.88266,           0.0077003,           0.0038077,           0.0044698,            0.003004,            0.003004,            0.003004
                 214,              0.0116,           0.0063881,          0.00067084,             0.97723,             0.98086,             0.97726,             0.88377,             0.00771,           0.0037842,           0.0042606,            0.002971,            0.002971,            0.002971
                 215,            0.011573,           0.0065266,          0.00079962,             0.97808,             0.98127,             0.97851,             0.88491,           0.0075847,           0.0037522,           0.0041085,            0.002938,            0.002938,            0.002938
                 216,            0.011507,           0.0063375,          0.00065397,             0.97758,             0.98115,             0.97779,             0.88516,           0.0076855,           0.0038062,           0.0044779,            0.002905,            0.002905,            0.002905
                 217,            0.011472,           0.0064594,           0.0006206,             0.97666,             0.98017,             0.97787,             0.88394,           0.0077843,           0.0038979,           0.0043833,            0.002872,            0.002872,            0.002872
                 218,            0.011306,            0.006168,          0.00083063,             0.97774,             0.97977,             0.97669,              0.8806,           0.0078966,           0.0039303,           0.0043041,            0.002839,            0.002839,            0.002839
                 219,            0.011367,            0.006303,          0.00059849,             0.97864,               0.978,             0.97707,             0.88271,           0.0078168,           0.0038579,           0.0043346,            0.002806,            0.002806,            0.002806
                 220,            0.011295,            0.006247,           0.0007514,             0.97603,               0.978,             0.97648,             0.87855,            0.007899,           0.0038277,           0.0044469,            0.002773,            0.002773,            0.002773
                 221,            0.011353,            0.006351,          0.00066222,             0.97772,             0.97912,             0.97776,             0.88242,           0.0078436,             0.00387,           0.0044338,             0.00274,             0.00274,             0.00274
                 222,            0.011168,           0.0064837,           0.0007191,             0.97656,               0.978,             0.97873,             0.88585,           0.0077545,           0.0038313,           0.0041702,            0.002707,            0.002707,            0.002707
                 223,            0.011291,           0.0062984,          0.00061787,             0.98073,             0.98228,             0.98007,             0.88529,           0.0076153,           0.0038058,           0.0038124,            0.002674,            0.002674,            0.002674
                 224,            0.010961,           0.0063833,          0.00057967,             0.98091,             0.98167,             0.98012,             0.88446,             0.00764,           0.0038079,           0.0038477,            0.002641,            0.002641,            0.002641
                 225,            0.011073,           0.0061856,          0.00053648,             0.98011,             0.98175,             0.97943,             0.88471,           0.0076302,           0.0038465,           0.0038096,            0.002608,            0.002608,            0.002608
                 226,            0.011031,           0.0061283,          0.00058718,             0.97951,             0.98429,             0.97954,             0.88342,           0.0076409,            0.003828,           0.0037946,            0.002575,            0.002575,            0.002575
                 227,             0.01122,           0.0061953,          0.00072596,             0.97882,             0.98255,             0.97983,             0.88633,           0.0076256,           0.0038055,           0.0038586,            0.002542,            0.002542,            0.002542
                 228,            0.010923,           0.0062241,          0.00058802,             0.97904,             0.98341,             0.97971,             0.88614,           0.0075553,           0.0037291,           0.0039058,            0.002509,            0.002509,            0.002509
                 229,            0.010979,           0.0062582,          0.00071525,             0.97775,             0.97766,              0.9787,             0.88652,            0.007608,           0.0037307,           0.0041867,            0.002476,            0.002476,            0.002476
                 230,            0.010792,           0.0062886,          0.00057688,             0.97757,             0.97905,             0.97894,             0.88668,           0.0075907,           0.0037457,           0.0042647,            0.002443,            0.002443,            0.002443
                 231,            0.011015,           0.0062587,          0.00052231,             0.97457,             0.98042,             0.97918,             0.88651,           0.0076721,           0.0038388,           0.0044086,             0.00241,             0.00241,             0.00241
                 232,              0.0106,           0.0061511,          0.00065242,              0.9769,             0.97893,             0.97944,             0.88919,           0.0076059,           0.0037707,           0.0044542,            0.002377,            0.002377,            0.002377
                 233,            0.010956,           0.0062952,          0.00053291,             0.97707,             0.97858,             0.97982,             0.89074,           0.0076878,           0.0037299,           0.0044486,            0.002344,            0.002344,            0.002344
                 234,             0.01055,           0.0061548,          0.00059818,             0.97744,             0.97863,             0.97825,             0.88668,           0.0077092,            0.003759,           0.0045157,            0.002311,            0.002311,            0.002311
                 235,            0.010746,           0.0062671,          0.00055755,             0.97643,               0.978,             0.97692,             0.88752,           0.0076615,           0.0037626,           0.0044989,            0.002278,            0.002278,            0.002278
                 236,             0.01068,           0.0060744,          0.00050537,             0.97656,               0.978,             0.97722,             0.88912,           0.0075993,           0.0037488,           0.0045098,            0.002245,            0.002245,            0.002245
                 237,             0.01064,           0.0061959,          0.00053632,             0.97689,             0.97888,             0.97656,             0.88606,           0.0076282,           0.0037014,            0.004533,            0.002212,            0.002212,            0.002212
                 238,            0.010514,           0.0061873,          0.00060322,             0.97578,             0.97969,             0.97642,             0.88584,           0.0076797,           0.0037248,           0.0045675,            0.002179,            0.002179,            0.002179
                 239,            0.010466,           0.0058751,          0.00061278,             0.97731,             0.97863,             0.97679,             0.88464,           0.0077346,           0.0037427,           0.0045306,            0.002146,            0.002146,            0.002146
                 240,            0.010581,           0.0062212,          0.00051924,             0.97725,             0.97852,             0.97765,             0.88525,           0.0076828,           0.0037651,           0.0044925,            0.002113,            0.002113,            0.002113
                 241,            0.010289,           0.0059524,           0.0005236,             0.97689,             0.97899,             0.97816,              0.8866,           0.0077257,            0.003745,           0.0044305,             0.00208,             0.00208,             0.00208
                 242,            0.010314,            0.006015,          0.00051084,              0.9762,             0.98018,             0.97918,             0.88565,           0.0077361,           0.0037789,            0.004334,            0.002047,            0.002047,            0.002047
                 243,            0.010324,            0.005855,          0.00043572,             0.97713,             0.98083,              0.9791,             0.88724,           0.0077452,           0.0037936,            0.004467,            0.002014,            0.002014,            0.002014
                 244,            0.010288,           0.0060172,          0.00058842,              0.9767,             0.98115,             0.97919,              0.8884,           0.0077285,           0.0038387,           0.0043419,            0.001981,            0.001981,            0.001981
                 245,            0.010251,           0.0060029,          0.00043311,             0.97687,             0.98115,             0.97739,             0.88728,            0.007631,           0.0038141,           0.0044379,            0.001948,            0.001948,            0.001948
                 246,            0.010209,           0.0058233,          0.00050693,              0.9771,             0.97961,             0.97723,             0.88509,           0.0076473,           0.0038085,            0.004545,            0.001915,            0.001915,            0.001915
                 247,             0.01023,           0.0059317,           0.0004994,             0.97836,             0.97515,              0.9767,             0.88275,           0.0076365,           0.0038133,           0.0046047,            0.001882,            0.001882,            0.001882
                 248,            0.009955,           0.0059825,          0.00044081,             0.97749,             0.97863,             0.97666,             0.88343,           0.0076613,           0.0038426,           0.0044226,            0.001849,            0.001849,            0.001849
                 249,           0.0099186,           0.0057508,          0.00050679,             0.97795,             0.97863,               0.976,             0.88328,            0.007721,           0.0038759,           0.0045007,            0.001816,            0.001816,            0.001816
                 250,           0.0098798,           0.0058414,          0.00044189,             0.97833,             0.97868,             0.97683,             0.88517,           0.0076979,           0.0038822,           0.0044339,            0.001783,            0.001783,            0.001783
                 251,             0.01015,            0.005821,          0.00051838,             0.97816,             0.97915,             0.97725,             0.88302,           0.0077316,           0.0039012,            0.004387,             0.00175,             0.00175,             0.00175
                 252,           0.0097718,           0.0057656,          0.00043787,             0.97809,             0.97913,             0.97883,             0.88447,           0.0077396,            0.003914,           0.0043008,            0.001717,            0.001717,            0.001717
                 253,           0.0098877,            0.005906,          0.00039771,             0.97762,             0.97897,             0.97825,             0.88505,           0.0077062,           0.0038915,           0.0042753,            0.001684,            0.001684,            0.001684
                 254,           0.0098202,           0.0057666,          0.00044756,             0.97726,             0.97954,             0.97938,             0.88415,           0.0077277,           0.0038623,           0.0042482,            0.001651,            0.001651,            0.001651
                 255,           0.0098129,           0.0056729,          0.00043931,             0.97865,             0.98134,             0.97995,             0.88687,           0.0076801,           0.0038252,           0.0041633,            0.001618,            0.001618,            0.001618
                 256,           0.0097404,           0.0058988,           0.0004991,             0.98016,              0.9818,             0.97987,             0.88599,           0.0076211,           0.0037833,           0.0041129,            0.001585,            0.001585,            0.001585
                 257,           0.0097406,           0.0056577,          0.00047689,              0.9804,             0.98141,             0.98057,             0.88836,           0.0075736,           0.0037292,           0.0040996,            0.001552,            0.001552,            0.001552
                 258,           0.0096606,           0.0057164,          0.00046891,             0.97845,             0.98115,             0.97951,             0.88666,           0.0075751,           0.0037196,           0.0041839,            0.001519,            0.001519,            0.001519
                 259,           0.0095767,           0.0056933,           0.0004499,             0.97696,             0.98036,             0.97798,             0.88625,           0.0075633,           0.0037093,           0.0043118,            0.001486,            0.001486,            0.001486
                 260,           0.0094881,           0.0058305,          0.00047835,             0.97715,             0.98012,             0.97734,             0.88577,           0.0075224,           0.0037022,            0.004433,            0.001453,            0.001453,            0.001453
                 261,           0.0095005,           0.0056396,          0.00039981,             0.97715,              0.9804,             0.97706,              0.8859,           0.0074821,           0.0036955,           0.0045414,             0.00142,             0.00142,             0.00142
                 262,           0.0095681,           0.0057984,          0.00040719,             0.97719,             0.98081,             0.97668,             0.88667,           0.0074832,           0.0036922,           0.0045806,            0.001387,            0.001387,            0.001387
                 263,           0.0093743,            0.005721,          0.00039454,             0.97716,             0.98115,             0.97604,             0.88426,           0.0074776,           0.0036914,           0.0046287,            0.001354,            0.001354,            0.001354
                 264,           0.0095602,           0.0057509,          0.00040422,             0.97718,             0.98115,             0.97497,             0.88654,           0.0075526,           0.0036935,           0.0046901,            0.001321,            0.001321,            0.001321
                 265,           0.0093295,           0.0055684,          0.00034575,             0.97709,             0.98115,             0.97593,             0.88741,            0.007586,           0.0036699,           0.0047369,            0.001288,            0.001288,            0.001288
                 266,           0.0093634,           0.0054921,          0.00042036,             0.97744,             0.98072,              0.9756,             0.88556,           0.0075974,           0.0036745,           0.0047113,            0.001255,            0.001255,            0.001255
                 267,           0.0093651,           0.0056505,          0.00041764,             0.97719,             0.98001,             0.97531,              0.8845,           0.0076108,           0.0036793,           0.0048172,            0.001222,            0.001222,            0.001222
                 268,           0.0092595,           0.0055092,          0.00038323,             0.97716,             0.97974,             0.97599,             0.88286,           0.0075866,           0.0036848,           0.0048852,            0.001189,            0.001189,            0.001189
                 269,           0.0092022,           0.0056332,          0.00037625,             0.97719,             0.98115,             0.97579,              0.8851,           0.0075442,           0.0036541,           0.0048722,            0.001156,            0.001156,            0.001156
                 270,            0.009381,           0.0057487,          0.00037192,             0.97714,             0.98115,             0.97568,             0.88486,             0.00754,           0.0036473,           0.0048647,            0.001123,            0.001123,            0.001123
                 271,           0.0093573,            0.005677,          0.00040136,              0.9771,             0.98115,             0.97504,             0.88374,           0.0075729,           0.0036583,           0.0048427,             0.00109,             0.00109,             0.00109
                 272,           0.0090179,           0.0054777,           0.0003633,             0.97722,             0.98056,             0.97547,             0.88405,           0.0076136,            0.003657,           0.0048441,            0.001057,            0.001057,            0.001057
                 273,           0.0090026,           0.0054478,          0.00032432,              0.9772,             0.97977,             0.97592,              0.8838,           0.0076646,           0.0036662,           0.0048332,            0.001024,            0.001024,            0.001024
                 274,           0.0090468,           0.0056346,          0.00044844,             0.97743,             0.97943,             0.97489,             0.88398,           0.0076868,           0.0036865,           0.0048229,            0.000991,            0.000991,            0.000991
                 275,           0.0088456,           0.0054921,          0.00034805,             0.97759,             0.97888,             0.97492,             0.88241,           0.0076899,           0.0036864,           0.0048577,            0.000958,            0.000958,            0.000958
                 276,           0.0090707,           0.0055953,          0.00046064,             0.97781,             0.97879,             0.97498,             0.88112,           0.0076601,           0.0036671,           0.0049142,            0.000925,            0.000925,            0.000925
                 277,           0.0088283,            0.005346,          0.00029607,             0.97783,             0.97875,             0.97491,             0.87991,           0.0077216,           0.0036485,           0.0049146,            0.000892,            0.000892,            0.000892
                 278,           0.0088137,           0.0053541,          0.00041016,             0.97783,             0.97884,             0.97529,             0.88065,           0.0077616,           0.0036614,            0.004887,            0.000859,            0.000859,            0.000859
                 279,            0.008917,           0.0054813,          0.00033248,             0.97779,             0.97895,             0.97428,             0.87873,           0.0077907,           0.0036528,           0.0048455,            0.000826,            0.000826,            0.000826
                 280,           0.0086744,           0.0054512,          0.00036119,             0.97777,             0.97884,             0.97488,             0.87764,           0.0078094,           0.0036576,           0.0047952,            0.000793,            0.000793,            0.000793
                 281,           0.0085347,           0.0054057,          0.00024975,             0.97785,             0.97869,             0.97463,             0.87583,           0.0078159,           0.0036571,            0.004813,             0.00076,             0.00076,             0.00076
                 282,            0.008786,           0.0054377,          0.00035491,             0.97795,             0.97861,             0.97533,             0.87977,           0.0077655,           0.0036527,           0.0048308,            0.000727,            0.000727,            0.000727
                 283,           0.0086047,           0.0054474,          0.00026511,             0.97791,             0.97861,             0.97524,             0.87926,            0.007753,           0.0036508,           0.0048215,            0.000694,            0.000694,            0.000694
